Price,Date,Close,High,Low,Open,Volume
59,2004-11-11,4.527431011199951,4.54548923261003,4.1452384400970095,4.183829422829773,601666773
60,2004-11-12,4.502199649810791,4.695151286640914,4.388408205316904,4.582101967470191,672354740
61,2004-11-15,4.573195934295654,4.65853987182379,4.421803791002877,4.463856769476223,477844390
62,2004-11-16,4.26818323135376,4.439613206837142,4.225883041781969,4.390880634015084,839832142
63,2004-11-17,4.2671942710876465,4.390881027235388,4.180613778582336,4.181108686629641,728034662
64,2004-11-18,4.144497394561768,4.314690354685946,4.099722660278995,4.212524756288593,667677273
65,2004-11-19,4.1905083656311035,4.2048564373727,4.11926480938077,4.183087112522085,352086780
66,2004-11-22,4.084137439727783,4.192981676374269,3.990383397412928,4.068553284605019,496582362
67,2004-11-23,4.1440019607543945,4.225882948860067,4.118769704292013,4.155133838605445,498393124
68,2004-11-24,4.323101043701172,4.383707153898781,4.267442119774754,4.3245848207055415,613531078
69,2004-11-26,4.4376349449157715,4.453466792962079,4.336954071648,4.3488280760817855,260175560
70,2004-11-29,4.47869873046875,4.525699363179262,4.391127954063902,4.461629850322042,428263241
71,2004-11-30,4.501704692840576,4.526936950899594,4.458909119902645,4.470288215671706,309154460
72,2004-12-01,4.451735973358154,4.51456798636106,4.4415934363078025,4.500962987208768,315743063
73,2004-12-02,4.437882900238037,4.490078416377459,4.416855700402501,4.450250866266664,251374696
74,2004-12-03,4.462619781494141,4.478946063242137,4.393354916687197,4.451488376446569,235647968
75,2004-12-06,4.3609490394592285,4.4700414605808465,4.354269911635456,4.431203253430303,251097661
76,2004-12-07,4.240725994110107,4.358723927574802,4.218957141189594,4.35377532006547,275866153
77,2004-12-08,4.204855918884277,4.296384538077297,4.1739343504737105,4.214009112320908,302802741
78,2004-12-09,4.290200710296631,4.291932651888444,4.1675032807531105,4.211535894780689,307307563
79,2004-12-10,4.24616813659668,4.3260699863518814,4.237263105680585,4.290200751042454,173335277
80,2004-12-13,4.216483116149902,4.2840169988784735,4.191746235108943,4.25903195338535,193466452
81,2004-12-14,4.420318603515625,4.423534321674402,4.195456077690742,4.230088272989522,445198482
82,2004-12-15,4.447282314300537,4.469793290925977,4.370102702549197,4.40300343355503,460559845
83,2004-12-16,4.365401744842529,4.4648460622298645,4.352538871002824,4.377276223332329,344197318
84,2004-12-17,4.454702854156494,4.465092606873314,4.367380245649216,4.372574648411459,296555412
85,2004-12-20,4.576905250549316,4.66200195528132,4.498982580407758,4.502198771911832,394854485
86,2004-12-21,4.545489311218262,4.647654422846731,4.536830552557099,4.608817169441457,221479058
87,2004-12-22,4.608570575714111,4.622175574549642,4.527184484758233,4.549200552599196,156865776
88,2004-12-23,4.648149490356445,4.6654660628450975,4.601149327071621,4.637017611012124,145125936
89,2004-12-27,4.747346878051758,4.781731860703865,4.677834787412632,4.679072294432492,245079187
90,2004-12-28,4.768373489379883,4.787915962920292,4.725083008055201,4.752293477647683,166453579
91,2004-12-29,4.771836757659912,4.787173696504173,4.744130433664515,4.744130433664515,107525527
92,2004-12-30,4.8881025314331055,4.90368668837341,4.745862645228426,4.773568023609506,237057231
93,2004-12-31,4.769116401672363,4.9445042580489975,4.7634261424067175,4.92842519085566,307889737
94,2005-01-03,5.014510154724121,5.037515562396229,4.835164493781619,4.88315399393426,636143518
95,2005-01-04,4.8114166259765625,5.019952413543538,4.78618389229459,4.982104497011161,552298420
96,2005-01-05,4.786926746368408,4.870785953869913,4.755262577291138,4.785442022246641,330698912
97,2005-01-06,4.664229393005371,4.84604913747875,4.643697102611717,4.825764064310392,417041336
98,2005-01-07,4.795337200164795,4.8052325191077,4.669918508047534,4.715930272983832,387964757
99,2005-01-10,4.825270175933838,4.900471580556073,4.745367854729239,4.811417011421375,302714411
100,2005-01-11,4.787668704986572,4.890823639326001,4.77876225495082,4.839122563549495,279391317
101,2005-01-12,4.83318567276001,4.846791619480834,4.712467882535802,4.807211286324574,328338096
102,2005-01-13,4.831949234008789,4.882907718393681,4.800285061409699,4.833185793853481,275002929
103,2005-01-14,4.946730613708496,4.947719482635677,4.802263872671569,4.848522384387273,387057368
104,2005-01-18,5.043948173522949,5.071653553463529,4.914324409503863,4.9714671108284865,528878966
105,2005-01-19,4.880681037902832,5.078579835516961,4.86608575057281,5.0625007713290975,451995865
106,2005-01-20,4.7970685958862305,4.854707152287777,4.749573523684121,4.761941963003969,361413608
107,2005-01-21,4.657550811767578,4.832691449331509,4.653592967717602,4.812405900187961,371724110
108,2005-01-24,4.470536231994629,4.683524769741973,4.460640912382925,4.667692921397968,563010421
109,2005-01-25,4.381481647491455,4.5081369071699084,4.36094888308557,4.500715654298492,427966132
110,2005-01-26,4.681297779083252,4.6855028398749825,4.431697892370051,4.434666393444785,494161321
111,2005-01-27,4.652602672576904,4.671897454367989,4.581358179089305,4.669423387946531,266089645
112,2005-01-28,4.70850944519043,4.816364832063449,4.6095600356076485,4.7005928104452215,490158373
113,2005-01-31,4.839123249053955,4.857428691760977,4.7426474281803985,4.791380009912516,385306832
114,2005-02-01,4.747098922729492,4.864849141830079,4.715682919897826,4.808447151549959,756384528
115,2005-02-02,5.094906330108643,5.363058871107227,5.0380103760541814,5.332137774681378,1316889593
116,2005-02-03,5.216119766235352,5.278211073971232,5.091195972658801,5.095649198038574,521471303
117,2005-02-04,5.055327415466309,5.139186630193327,5.011789238433233,5.107523405580299,594993855
118,2005-02-07,4.849264144897461,5.105790364882637,4.836400798675841,5.077590553115026,520359150
119,2005-02-08,4.913829326629639,4.9479666158681725,4.812158163404388,4.87227078460094,460921194
120,2005-02-09,4.73918342590332,4.987051364766178,4.686740224020843,4.966272331383534,689434520
121,2005-02-10,4.6501288414001465,4.754767553716877,4.582595917724497,4.748830551758912,762154073
122,2005-02-11,4.635781764984131,4.757490331220268,4.6028810299442675,4.617476320752653,526606480
123,2005-02-14,4.7740631103515625,4.776289959822059,4.477462578995403,4.523226656235643,1548269624
124,2005-02-15,4.829474925994873,4.943514532634349,4.7762900682295,4.789152942111134,1035177611
125,2005-02-16,4.908138751983643,4.930896941147902,4.806468552307953,4.816363870166987,663770685
126,2005-02-17,4.895524024963379,4.941287629146272,4.868560296922928,4.893791609935944,418137429
127,2005-02-18,4.8967604637146,4.91877653134446,4.86484955019254,4.910613626840657,340708289
128,2005-02-22,4.733988285064697,4.920260310079917,4.709745841580664,4.860891708301611,541369609
129,2005-02-23,4.797811031341553,4.810921120627483,4.666949304550072,4.781731020449088,625776806
130,2005-02-24,4.6726393699646,4.696386901933605,4.507888528548615,4.536088811561087,1036442333
131,2005-02-25,4.5979323387146,4.698118761864773,4.5890263631854475,4.679071198461052,400435325
132,2005-02-28,4.650376319885254,4.696882048508446,4.597438680914175,4.6011493073463745,313908211
133,2005-03-01,4.602632522583008,4.693913921674447,4.502198877537454,4.682534826536568,373844027
134,2005-03-02,4.580863952636719,4.6424603476307675,4.560579353917732,4.5999115180888195,292512314
135,2005-03-03,4.626133441925049,4.644438883415108,4.5593435863672855,4.604365064799697,305484756
136,2005-03-04,4.598674774169922,4.632069935075878,4.578143432654833,4.618464464070031,271979640
137,2005-03-07,4.670660018920898,4.690203439002777,4.626628361011908,4.645181491475426,347995502
138,2005-03-08,4.581358909606934,4.6963878614689865,4.575670071438232,4.67783472833055,323050350
139,2005-03-09,4.486119747161865,4.5677530438941965,4.456682430562062,4.556868856914505,456119263
140,2005-03-10,4.452229976654053,4.482409420453236,4.388407680096684,4.477709451834457,440063306
141,2005-03-11,4.3983025550842285,4.4762252400112965,4.382223488897551,4.463609583179959,322335682
142,2005-03-14,4.32879114151001,4.413144784584572,4.268926685242376,4.411413790409877,447535208
143,2005-03-15,4.41834020614624,4.4527247128730645,4.3094950065331945,4.336459681202264,418446584
144,2005-03-16,4.343880653381348,4.418339920667922,4.3292853658609936,4.371091122733089,285317446
145,2005-03-17,4.4351606369018555,4.4438184489328565,4.348827839420579,4.38172856705001,331662510
146,2005-03-18,4.453713893890381,4.462619870579381,4.410918793354811,4.4232872319195495,284663002
147,2005-03-21,4.474493980407715,4.50640442005165,4.38469729569693,4.434666432769781,300470030
148,2005-03-22,4.418092727661133,4.500715373004017,4.399539596642163,4.481915024770192,226112360
149,2005-03-23,4.427492618560791,4.458661408083716,4.402507575179218,4.402507575179218,194526410
150,2005-03-24,4.4341721534729,4.473999228908202,4.432935593701671,4.470041385167042,148763520
151,2005-03-28,4.487851142883301,4.57146407905501,4.476224829678019,4.494283526522314,350830087
152,2005-03-29,4.442087650299072,4.5338634928815695,4.40498138683008,4.4786990057230724,259890496
153,2005-03-30,4.4638566970825195,4.488594522882992,4.442829971388731,4.468556666130341,250378977
154,2005-03-31,4.4653401374816895,4.487109460432777,4.39434427826071,4.402012747938819,271758815
155,2005-04-01,4.453713893890381,4.5256995702942415,4.452477334191632,4.496262724397859,248206866
156,2005-04-04,4.583584785461426,4.584326437033159,4.448766169289534,4.4514879263666405,324266893
157,2005-04-05,4.664723873138428,4.706529628170398,4.639986050606737,4.643943893829491,350777892
158,2005-04-06,4.680802822113037,4.6914402665837915,4.6402336235798565,4.681297730152392,210891521
159,2005-04-07,4.793109893798828,4.814384306541636,4.666454654088064,4.669918062747447,389141150
160,2005-04-08,4.750810146331787,4.826258763812335,4.73596764007455,4.791379821300315,205431131
161,2005-04-11,4.78000020980835,4.818837469386965,4.757489706972776,4.776537274108833,217231195
162,2005-04-12,4.79805850982666,4.8094376057166395,4.685502689815656,4.774310028393146,293881426
163,2005-04-13,4.772579669952393,4.80696417941831,4.693419949015375,4.785936978947568,263214910
164,2005-04-14,4.73596715927124,4.807952833714489,4.702571997179033,4.780989107949993,247030473
165,2005-04-15,4.576412200927734,4.708510049067667,4.568001604225692,4.702573045843566,464831797
166,2005-04-18,4.625143527984619,4.6476545012178105,4.539057478258739,4.566021202698244,262994085
167,2005-04-19,4.734730243682861,4.749572747317508,4.651365006133647,4.683524079739488,338463908
168,2005-04-20,4.900471210479736,4.959840760887278,4.846296537172526,4.912344741684257,620376641
169,2005-04-21,5.051863670349121,5.071158927561592,4.930650506501641,4.95786192453848,712737539
170,2005-04-22,5.338569641113281,5.541168414120128,5.300225871631778,5.513957470611004,1333182435
171,2005-04-25,5.529541969299316,5.559474198449092,5.380870639678459,5.388291892657431,796574608
172,2005-04-26,5.41129732131958,5.491694070994143,5.399918224579333,5.447661461037661,693469588
173,2005-04-27,5.436776638031006,5.463245457230805,5.361575241278556,5.392496812148925,412131000
174,2005-04-28,5.428613662719727,5.493672521952547,5.38556992353639,5.429850222436823,348613811
175,2005-04-29,5.4422197341918945,5.497878657038176,5.38829180555108,5.489467114470932,368182886
176,2005-05-02,5.498867988586426,5.533747403357936,5.4474141267320535,5.492930512714842,392160425
177,2005-05-03,5.595344543457031,5.643829437002693,5.47487301418678,5.487984053814409,713873782
178,2005-05-04,5.652486801147461,5.686624566039432,5.615381008556786,5.621070793904197,485151677
179,2005-05-05,5.6148858070373535,5.655455480480273,5.587675335916065,5.655455480480273,301509913
180,2005-05-06,5.640612602233887,5.6710392633111955,5.6022697807744954,5.650012065895458,271570110
181,2005-05-09,5.5911383628845215,5.652486598116259,5.576543547772728,5.640118632491945,222302131
182,2005-05-10,5.6351704597473145,5.6351704597473145,5.5589797191053245,5.577532851402981,254783425
183,2005-05-11,5.721504211425781,5.738572619545141,5.6383861787237795,5.664113346711237,460873014
184,2005-05-12,5.65792989730835,5.744757613829004,5.645065602245975,5.709630032436432,359269602
185,2005-05-13,5.670792102813721,5.7165557034940075,5.623296087238592,5.669308325923197,297731805
186,2005-05-16,5.715566635131836,5.729667014263535,5.6542184064822925,5.68167656593205,228107811
187,2005-05-17,5.7670207023620605,5.774936389239089,5.69453964561873,5.703445622148736,313526787
188,2005-05-18,5.916187286376953,5.936224195591129,5.776667731993401,5.778894581457451,494325936
189,2005-05-19,5.91668176651001,5.96590877961688,5.894170790427005,5.945377435782191,390116793
190,2005-05-20,5.9767937660217285,5.978278490288504,5.928308401983528,5.9668993930132785,327763952
191,2005-05-23,6.319158554077148,6.384712797565177,6.004005361093738,6.01513724056885,858738744
192,2005-05-24,6.332764148712158,6.566284966702798,6.270920535149102,6.356511683344479,1166078427
193,2005-05-25,6.451751232147217,6.45595629306821,6.1999244882906375,6.251872785099157,725023418
194,2005-05-26,6.411922931671143,6.524725015557119,6.389659175537263,6.455461101531677,543895039
195,2005-05-27,6.580137252807617,6.581374759711079,6.413160015350843,6.443092243178111,489190760
196,2005-05-31,6.8589277267456055,6.8868812696467305,6.66350298523842,6.664986762175077,892805959
197,2005-06-01,7.124359130859375,7.245325551732192,6.9764304034154065,7.005620980215736,1412944285
198,2005-06-02,7.121885776519775,7.168391503295262,7.040252471850958,7.1424175928980524,721658854
199,2005-06-03,6.932892799377441,7.1565183086475725,6.862390896657966,7.0944270013695725,754108027
200,2005-06-06,7.197086811065674,7.266599364521843,6.971729382233685,6.98558254420258,904413304
201,2005-06-07,7.251014709472656,7.411065612901664,7.181256350729371,7.34947015901801,976566743
202,2005-06-08,6.915575981140137,7.252746648074134,6.876985940934636,7.244336052931472,1031889331
203,2005-06-09,7.082552909851074,7.136728051864394,6.940313503104576,7.043221219691321,660109011
204,2005-06-10,6.988304615020752,7.106549281904284,6.926955432072484,7.0993752461057955,509767599
205,2005-06-13,6.994488716125488,7.030109780481568,6.840374356893101,6.922007659762155,514047581
206,2005-06-14,6.88564395904541,6.957134730288516,6.870801453293561,6.891581434942377,405189077
207,2005-06-15,6.797826290130615,6.859668953444418,6.615511650298215,6.802773475869551,838454999
208,2005-06-16,6.863132476806641,6.884406891346683,6.755030357217117,6.784467675722168,500364485
209,2005-06-17,6.933881759643555,6.933881759643555,6.825037978338076,6.901724101633846,418940428
210,2005-06-20,7.092201232910156,7.116195984733312,6.7218821508400755,6.829737056617207,844140229
211,2005-06-21,7.120401382446289,7.181256129933456,7.049405518900577,7.126091641141634,607560783
212,2005-06-22,7.15651798248291,7.231224942720172,7.140933825661939,7.165671176395234,420530365
213,2005-06-23,7.166660785675049,7.292821610628929,7.087253380117041,7.1243591708002585,564363474
214,2005-06-24,7.353179931640625,7.371733062340251,7.163444037679437,7.196098021306966,713512433
215,2005-06-27,7.5226311683654785,7.531784362988956,7.269320639287964,7.3939972187158975,714785186
216,2005-06-28,7.470682144165039,7.650029247253032,7.470682144165039,7.576558843485988,764314139
217,2005-06-29,7.241119384765625,7.529556508836957,7.227019005650144,7.483050784590061,734691521
218,2005-06-30,7.27649450302124,7.39473916905037,7.199561636449487,7.281194945639771,606039101
219,2005-07-01,7.204755783081055,7.328195321795824,7.154539429029711,7.298510310931762,370487492
220,2005-07-05,7.315084934234619,7.321763588243966,7.179523697081912,7.2257831558587515,300883574
221,2005-07-06,7.211434841156006,7.361837621953168,7.207971432283895,7.354416369795915,321211484
222,2005-07-07,7.310879707336426,7.31731067037244,7.1369756499049775,7.158744973633784,428484066
223,2005-07-08,7.327948570251465,7.359365524476578,7.27402158641513,7.328443004733142,299422117
224,2005-07-11,7.256704807281494,7.337101556666812,7.199066251294791,7.3321534232205074,336869956
225,2005-07-12,7.217867374420166,7.28267901739747,7.1968401757606895,7.257693975110947,235475323
226,2005-07-13,7.393007755279541,7.402407219194504,7.22578282906815,7.235924418239057,459230882
227,2005-07-14,7.44322395324707,7.5881846451647155,7.422939354539115,7.553305232457949,428307406
228,2005-07-15,7.4506449699401855,7.50531454519583,7.4157655583368784,7.451881529571081,338801168
229,2005-07-18,7.4098286628723145,7.468209342377864,7.365548837189628,7.4212077592249015,249242734
230,2005-07-19,7.666107654571533,7.677239533662047,7.465735251730928,7.473156504457938,506748324
231,2005-07-20,7.7180562019348145,7.733145924180827,7.465735037253873,7.558994654517084,574561556
232,2005-07-21,7.766046524047852,7.8615320418901415,7.698513600885043,7.768766860597595,794543021
233,2005-07-22,7.48057746887207,7.650029252470463,7.330422363630506,7.578784750930329,938978379
234,2005-07-25,7.31854772567749,7.502593361151209,7.296531659677982,7.480329604345288,387800142
235,2005-07-26,7.324484348297119,7.3717331462151545,7.225535421831058,7.297768313381875,394147846
236,2005-07-27,7.345264434814453,7.377422090467305,7.233203996088145,7.365300869295612,289798178
237,2005-07-28,7.260415077209473,7.357138104797848,7.2549720359666,7.357138104797848,237912424
238,2005-07-29,7.118422985076904,7.2440888996688715,7.0993749452309345,7.226772327592093,335785908
239,2005-08-01,7.213661193847656,7.2356772608920705,7.126833011779791,7.127327919819919,227344963
240,2005-08-02,7.40117073059082,7.409334108484631,7.201539982016399,7.213413512629368,292701018
241,2005-08-03,7.354416847229004,7.414281302786324,7.312363398005342,7.371733419117535,238113174
242,2005-08-04,7.365054607391357,7.396470615468175,7.303706368328317,7.311127621762609,210245108
243,2005-08-05,7.231966972351074,7.384349401821507,7.206240277794663,7.359365306158075,238478538
244,2005-08-08,7.204755783081055,7.313600033588921,7.185955434065888,7.2628892450873215,179943955
245,2005-08-09,7.212671756744385,7.24013086467756,7.136975454600831,7.222319385024942,232038489
246,2005-08-10,7.066969871520996,7.231473061283054,7.047180177906225,7.205993108519728,276191367
247,2005-08-11,7.026646614074707,7.089232353659985,6.941797590099234,7.0721634725370714,301722708
248,2005-08-12,7.16690731048584,7.178781313908074,6.967029357935981,7.009578185929774,264423423
249,2005-08-15,7.025409698486328,7.242356061665877,7.019719913868171,7.168886137628596,328213631
250,2005-08-16,7.066226959228516,7.119164596870863,7.009082840010731,7.047179393085468,285433881
251,2005-08-17,7.052620887756348,7.088985025230364,7.0254099441528535,7.062763424100897,155914222
252,2005-08-18,6.926213264465332,6.938829868142677,6.802774194808023,6.825285171008908,476692087
253,2005-08-19,6.926460266113281,6.962329970173956,6.91706080194697,6.950950873810578,222547046
254,2005-08-22,6.778283596038818,6.962824631299293,6.761957313036156,6.957134846134266,273541472
255,2005-08-23,6.916070461273193,6.920029252041926,6.781004609267392,6.831469601245366,233740846
256,2005-08-24,6.990035057067871,7.043962982721721,6.838642927918253,6.866348779191873,345012362
257,2005-08-25,6.990530014038086,7.025409900787658,6.925718373667151,6.989540671570166,175720183
258,2005-08-26,7.015020370483398,7.0506428572125595,6.9922621778237195,7.012546303840577,150775031
259,2005-08-29,7.135490894317627,7.152065341064778,6.981872384342875,6.981872384342875,237005036
260,2005-08-30,7.106301784515381,7.161712542063095,7.071915857485386,7.109269338419603,192398464
261,2005-08-31,7.074885368347168,7.136728988015626,7.034315692419527,7.130049860041968,202114747
262,2005-09-01,7.081069469451904,7.111990566304993,7.050146951810173,7.072658874276319,110095123
263,2005-09-02,7.135490894317627,7.173587447473257,7.085769448461035,7.087501389820418,137894934
264,2005-09-06,7.102343559265137,7.158745558188998,7.0946750886868895,7.149097455260389,169123549
265,2005-09-07,7.294305324554443,7.30988948182088,7.05707387323502,7.072163596046155,301104399
266,2005-09-08,7.307169437408447,7.403397089533847,7.25695213364358,7.293316273777667,265523531
267,2005-09-09,7.398696422576904,7.398943639791126,7.336110685298481,7.35392169103111,176278267
268,2005-09-12,7.6621503829956055,7.703708927773168,7.44594611606219,7.464499249264787,417017246
269,2005-09-13,7.710140705108643,7.8053785360636665,7.573837346308022,7.643844338882535,413540262
270,2005-09-14,7.495419025421143,7.749718856439535,7.428628231278816,7.637163990873834,452722579
271,2005-09-15,7.486020565032959,7.58818521792852,7.369506893481682,7.409334442259525,620966845
272,2005-09-16,7.426154613494873,7.532525740305414,7.417991235833696,7.520651736434612,304328438
273,2005-09-19,7.514962196350098,7.569631775220786,7.438771458359196,7.445945493796742,231339881
274,2005-09-20,7.616880893707275,7.7007401050908655,7.550584525028785,7.573342718410048,375441994
275,2005-09-21,7.715582370758057,7.761594611343656,7.568642987290302,7.629249095341756,406305245
276,2005-09-22,7.7024712562561035,7.896659426159341,7.672786721012584,7.705687447944528,522206047
277,2005-09-23,7.801173210144043,7.84693728448828,7.732651417630032,7.742793953836385,340623975
278,2005-09-26,7.7744574546813965,7.939455061315984,7.731909570596322,7.903586778267596,397259466
279,2005-09-27,7.766046524047852,7.876621763886646,7.752193361719067,7.791030617770893,275954483
280,2005-09-28,7.569631576538086,7.794741322687557,7.5597367311154215,7.772973420511616,321095049
281,2005-09-29,7.659182071685791,7.686393018660457,7.571612227989682,7.586454734919959,225393676
282,2005-09-30,7.8283843994140625,7.854111092966439,7.7252304079807015,7.7729736423427465,367424053
283,2005-10-03,7.883301734924316,7.918676530848892,7.737598437596775,7.758378418864114,367785402
284,2005-10-04,7.6933183670043945,7.947618689863426,7.686886456969403,7.914718435226744,367143003
285,2005-10-05,7.68614387512207,7.7897937131977,7.6191058629522805,7.735123665138472,334384676
286,2005-10-06,7.736609935760498,7.779405039262758,7.6708080004812045,7.770994443624142,320950509
287,2005-10-07,7.7425456047058105,7.833579795954791,7.68193949680736,7.787073121034734,271827070
288,2005-10-10,7.6846604347229,7.787815842907725,7.647554646382109,7.750462363756557,223723439
289,2005-10-11,7.572105407714844,7.7341349764624745,7.541430582744558,7.683670934858201,342984790
290,2005-10-12,7.4452033042907715,7.599069503073342,7.396469780776816,7.549842492309492,373643277
291,2005-10-13,7.357880592346191,7.470682216822156,7.190655656704956,7.470682216822156,424292413
292,2005-10-14,7.32572078704834,7.426897508342334,7.236667180935302,7.418733183683981,342041267
293,2005-10-17,7.544894695281982,7.549842828695263,7.286636987791298,7.359365266480405,303802474
294,2005-10-18,7.502346992492676,7.618117593785304,7.488988263301998,7.543905536301346,284173173
295,2005-10-19,7.636423110961914,7.6653659965733825,7.519167317971865,7.5201576076616785,281479113
296,2005-10-20,7.500367164611816,7.696534985189936,7.451140151740654,7.668334697711092,558553779
297,2005-10-21,8.408228874206543,8.569764979549433,8.237540994814898,8.554178926768198,919128253
298,2005-10-24,8.624680519104004,8.640761006673394,8.464877773106075,8.494067405280537,378682093
299,2005-10-25,8.581636428833008,8.593757649133735,8.481450001260251,8.553682888666167,276163262
300,2005-10-26,8.792646408081055,8.80650004489636,8.563826496900212,8.566053346356851,357635500
301,2005-10-27,8.733772277832031,8.833463331323069,8.699633569151436,8.82134211010933,206145800
302,2005-10-28,8.860179901123047,8.8794751577488,8.782257222961409,8.788441442219645,237025111
303,2005-10-31,9.20576000213623,9.270325371437776,8.89332859211474,8.911385867848102,575866428
